Patch,2.7.6,https://ftp.gnu.org/gnu/patch/patch-@.tar.xz,78ad9937e4caadcba1526ef1853730d5
Perl,5.38.2,https://www.cpan.org/src/5.0/perl-@.tar.xz,d3957d75042918a23ec0abac4a2b7e0a
Pkgconf,2.1.1,https://distfiles.ariadne.space/pkgconf/pkgconf-@.tar.xz,bc29d74c2483197deb9f1f3b414b7918
Procps,4.0.4,https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz,2f747fc7df8ccf402d03e375c565cf96
Psmisc,23.6,https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz,ed3206da1184ce9e82d607dc56c52633
Python,3.12.2,https://www.python.org/ftp/python/3.12.2/Python-@.tar.xz,e7c178b97bf8f7ccd677b94d614f7b3c
PythonDocumentation,3.12.2,https://www.python.org/ftp/python/doc/3.12.2/python-@-docs-html.tar.bz2,8a6310f6288e7f60c3565277ec3b5279
Readline,8.2,https://ftp.gnu.org/gnu/readline/readline-@.tar.gz,4aa1b31be779e6b84f9a96cb66bc50f6
Sed,4.9,https://ftp.gnu.org/gnu/sed/sed-@.tar.xz,6aac9b2dbafcd5b7a67a8a9bcb8036c3
Setuptools,69.1.0,https://pypi.org/packages/source/s/setuptools/setuptools-@.tar.gz,6f6eb780ce12c90d81ce243747ed7ab0
Shadow,4.14.5,https://github.com/shadow-maint/shadow/releases/download/4.14.5/shadow-@.tar.xz,452b0e59f08bf618482228ba3732d0ae
Sysklogd,1.5.1,https://www.infodrom.org/projects/sysklogd/download/sysklogd-@.tar.gz,c70599ab0d037fde724f7210c2c8d7f8
Systemd,255,https://github.com/systemd/systemd/archive/v255/systemd-@.tar.gz,521cda27409a9edf0370c128fae3e690
SystemdManPages,255,https://anduin.linuxfromscratch.org/LFS/systemd-man-pages-@.tar.xz,1ebe54d7a80f9abf8f2d14ddfeb2432d
Sysvinit,3.08,https://github.com/slicer69/sysvinit/releases/download/3.08/sysvinit-@.tar.xz,81a05f28d7b67533cfc778fcadea168c
Tar,1.35,https://ftp.gnu.org/gnu/tar/tar-@.tar.xz,a2d8042658cfd8ea939e6d911eaf4152
Tcl,8.6.13,https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz,0e4358aade2f5db8a8b6f2f6d9481ec2
TclDocumentation,8.6.13,https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz,4452f2f6d557f5598cca17b786d6eb68
Texinfo,7.1,https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz,edd9928b4a3f82674bcc3551616eef3b
TimeZoneData,2024a,https://www.iana.org/time-zones/repository/releases/tzdata@.tar.gz,2349edd8335245525cc082f2755d5bf4
Udev-lfsTarball,udev-lfs-20230818,https://anduin.linuxfromscratch.org/LFS/@.tar.xz,acd4360d8a5c3ef320b9db88d275dae6
Util-linux,2.39.3,https://www.kernel.org/pub/linux/utils/util-linux/v2.39/util-linux-@.tar.xz,f3591e6970c017bb4bcd24ae762a98f5
Vim,9.1.0041,https://github.com/vim/vim/archive/v9.1.0041/vim-@.tar.gz,79dfe62be5d347b1325cbd5ce2a1f9b3
Wheel,0.42.0,https://pypi.org/packages/source/w/wheel/wheel-@.tar.gz,802ad6e5f9336fcb1c76b7593f0cd22d
XML::Parser,2.47,https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz,89a8e82cfd2ad948b349c0a69c494463
XzUtils,5.4.6,https://github.com/tukaani-project/xz/releases/download/v5.4.6/xz-@.tar.xz,7ade7bd1181a731328f875bec62a9377
Zlib,1.3.1,https://zlib.net/fossils/zlib-@.tar.gz,9855b6d802d7fe5b7bd5b196a2271655
Zstd,1.5.5,https://github.com/facebook/zstd/releases/download/v1.5.5/zstd-@.tar.gz,63251602329a106220e0a5ad26ba656f
"Bash Upstream Fixes Patch",5.2.21,https://www.linuxfromscratch.org/patches/lfs/12.1/bash-@-upstream_fixes-1.patch,2d1691a629c558e894dbb78ee6bf34ef
"Bzip2 Documentation Patch",1.0.8,https://www.linuxfromscratch.org/patches/lfs/12.1/bzip2-@-install_docs-1.patch,6a5ac7e89b791aae556de0f745916f7f
"Coreutils Internationalization Fixes Patch",9.4,https://www.linuxfromscratch.org/patches/lfs/12.1/coreutils-@-i18n-1.patch,cca7dc8c73147444e77bc45d210229bb
"Glibc FHS Patch",2.39,https://www.linuxfromscratch.org/patches/lfs/12.1/glibc-@-fhs-1.patch,9a5997c3452909b1769918c759eff8a2
"Kbd Backspace/Delete Fix Patch",2.6.4,https://www.linuxfromscratch.org/patches/lfs/12.1/kbd-@-backspace-1.patch,f75cca16a38da6caa7d52151f7136895
"Readline Upstream Fix Patch",8.2,https://www.linuxfromscratch.org/patches/lfs/12.1/readline-@-upstream_fixes-3.patch,9ed497b6cb8adcb8dbda9dee9ebce791
"Sysvinit Consolidated Patch",3.08,https://www.linuxfromscratch.org/patches/lfs/12.1/sysvinit-@-consolidated-1.patch,17ffccbb8e18c39e8cedc32046f3a475
